2 0,00007900
2 0,00009800
2 0,00011700
2 0,00012700
2 0,00013000
2 0,00014300
2 0,00009000
2 0,00008100
2 0,00009900
2 0,00009700
2 0,00009800
2 0,00007700
2 0,00009900
2 0,00010100
2 0,00011500
1 0,00012100
1 0,00010000
1 0,00009000
1 0,00011200
1 0,00013900
1 0,00011500
1 0,00011700
1 0,00021100
1 0,00011300
1 0,00014100
1 0,00014200
1 0,00013000
1 0,00011600
1 0,00008400
1 0,00008600
0 0,00010500
0 0,00008900
0 0,00009500
0 0,00010900
